season,grand_prix,date,winner,constructor,laps,time,url
1950,Great Britain,13 May 1950,Nino FarinaFAR,Alfa Romeo,70,2:13:23.600,https://www.formula1.com/en/results/1950/races/94/great-britain/race-result
1950,Monaco,21 May 1950,Juan Manuel FangioFAN,Alfa Romeo,100,3:13:18.700,https://www.formula1.com/en/results/1950/races/95/monaco/race-result
1950,Indianapolis,30 May 1950,Johnnie  ParsonsPAR,Kurtis Kraft Offenhauser,138,2:46:55.970,https://www.formula1.com/en/results/1950/races/96/indianapolis/race-result
1950,Switzerland,04 Jun 1950,Nino FarinaFAR,Alfa Romeo,42,2:02:53.700,https://www.formula1.com/en/results/1950/races/97/switzerland/race-result
1950,Belgium,18 Jun 1950,Juan Manuel FangioFAN,Alfa Romeo,35,2:47:26.000,https://www.formula1.com/en/results/1950/races/98/belgium/race-result
1950,France,02 Jul 1950,Juan Manuel FangioFAN,Alfa Romeo,64,2:57:52.800,https://www.formula1.com/en/results/1950/races/99/france/race-result
1950,Italy,03 Sep 1950,Nino FarinaFAR,Alfa Romeo,80,2:51:17.400,https://www.formula1.com/en/results/1950/races/100/italy/race-result
1951,Switzerland,27 May 1951,Juan Manuel FangioFAN,Alfa Romeo,42,2:07:53.640,https://www.formula1.com/en/results/1951/races/101/switzerland/race-result
1951,Indianapolis,30 May 1951,Lee WallardWAL,Kurtis Kraft Offenhauser,200,3:57:38.050,https://www.formula1.com/en/results/1951/races/102/indianapolis/race-result
1951,Belgium,17 Jun 1951,Nino FarinaFAR,Alfa Romeo,36,2:45:46.200,https://www.formula1.com/en/results/1951/races/103/belgium/race-result
1951,France,01 Jul 1951,Juan Manuel FangioFAN,Alfa Romeo,77,3:22:11.000,https://www.formula1.com/en/results/1951/races/104/france/race-result
1951,France,01 Jul 1951,Luigi FagioliFAG,Alfa Romeo,,,https://www.formula1.com/en/results/1951/races/104/france/race-result
1951,Great Britain,14 Jul 1951,Jose Froilan GonzalezGON,Ferrari,90,2:42:18.200,https://www.formula1.com/en/results/1951/races/105/great-britain/race-result
1951,Germany,29 Jul 1951,Alberto AscariASC,Ferrari,20,3:23:03.300,https://www.formula1.com/en/results/1951/races/106/germany/race-result
1951,Italy,16 Sep 1951,Alberto AscariASC,Ferrari,80,2:42:39.300,https://www.formula1.com/en/results/1951/races/107/italy/race-result
1951,Spain,28 Oct 1951,Juan Manuel FangioFAN,Alfa Romeo,70,2:46:54.100,https://www.formula1.com/en/results/1951/races/108/spain/race-result
1952,Switzerland,18 May 1952,Piero  TaruffiTAR,Ferrari,62,3:01:46.100,https://www.formula1.com/en/results/1952/races/109/switzerland/race-result
1952,Indianapolis,30 May 1952,Troy RuttmanRUT,Kuzma Offenhauser,200,3:52:41.880,https://www.formula1.com/en/results/1952/races/110/indianapolis/race-result
1952,Belgium,22 Jun 1952,Alberto AscariASC,Ferrari,36,3:03:46.300,https://www.formula1.com/en/results/1952/races/111/belgium/race-result
1952,France,06 Jul 1952,Alberto AscariASC,Ferrari,77,3:00:00.000,https://www.formula1.com/en/results/1952/races/112/france/race-result
1952,Great Britain,19 Jul 1952,Alberto AscariASC,Ferrari,85,2:44:11.000,https://www.formula1.com/en/results/1952/races/113/great-britain/race-result
1952,Germany,03 Aug 1952,Alberto AscariASC,Ferrari,18,3:06:13.300,https://www.formula1.com/en/results/1952/races/114/germany/race-result
1952,Netherlands,17 Aug 1952,Alberto AscariASC,Ferrari,90,2:53:28.500,https://www.formula1.com/en/results/1952/races/115/netherlands/race-result
1952,Italy,07 Sep 1952,Alberto AscariASC,Ferrari,80,2:50:45.600,https://www.formula1.com/en/results/1952/races/116/italy/race-result
1953,Argentina,18 Jan 1953,Alberto AscariASC,Ferrari,97,3:01:04.600,https://www.formula1.com/en/results/1953/races/117/argentina/race-result
1953,Indianapolis,30 May 1953,Bill  Vukovich VUK,Kurtis Kraft Offenhauser,200,3:53:01.690,https://www.formula1.com/en/results/1953/races/118/indianapolis/race-result
1953,Netherlands,07 Jun 1953,Alberto AscariASC,Ferrari,90,2:53:35.800,https://www.formula1.com/en/results/1953/races/119/netherlands/race-result
1953,Belgium,21 Jun 1953,Alberto AscariASC,Ferrari,36,2:48:30.300,https://www.formula1.com/en/results/1953/races/120/belgium/race-result
1953,France,05 Jul 1953,Mike HawthornHAW,Ferrari,60,2:44:18.600,https://www.formula1.com/en/results/1953/races/121/france/race-result
1953,Great Britain,18 Jul 1953,Alberto AscariASC,Ferrari,90,2:50:00.000,https://www.formula1.com/en/results/1953/races/122/great-britain/race-result
1953,Germany,02 Aug 1953,Nino FarinaFAR,Ferrari,18,3:02:25.000,https://www.formula1.com/en/results/1953/races/123/germany/race-result
1953,Switzerland,23 Aug 1953,Alberto AscariASC,Ferrari,65,3:01:34.400,https://www.formula1.com/en/results/1953/races/124/switzerland/race-result
1953,Italy,13 Sep 1953,Juan Manuel FangioFAN,Maserati,80,2:49:45.900,https://www.formula1.com/en/results/1953/races/125/italy/race-result
1954,Argentina,17 Jan 1954,Juan Manuel FangioFAN,Maserati,87,3:00:55.800,https://www.formula1.com/en/results/1954/races/126/argentina/race-result
1954,Indianapolis,31 May 1954,Bill  Vukovich VUK,Kurtis Kraft Offenhauser,200,3:49:17.270,https://www.formula1.com/en/results/1954/races/127/indianapolis/race-result
1954,Belgium,20 Jun 1954,Juan Manuel FangioFAN,Maserati,36,2:44:42.400,https://www.formula1.com/en/results/1954/races/128/belgium/race-result
1954,France,04 Jul 1954,Juan Manuel FangioFAN,Mercedes-Benz,61,2:42:47.900,https://www.formula1.com/en/results/1954/races/129/france/race-result
1954,Great Britain,17 Jul 1954,Jose Froilan GonzalezGON,Ferrari,90,2:56:14.000,https://www.formula1.com/en/results/1954/races/130/great-britain/race-result
1954,Germany,01 Aug 1954,Juan Manuel FangioFAN,Mercedes-Benz,22,3:45:45.800,https://www.formula1.com/en/results/1954/races/131/germany/race-result
1954,Switzerland,22 Aug 1954,Juan Manuel FangioFAN,Mercedes-Benz,66,3:00:34.500,https://www.formula1.com/en/results/1954/races/132/switzerland/race-result
1954,Italy,05 Sep 1954,Juan Manuel FangioFAN,Mercedes-Benz,80,2:47:47.900,https://www.formula1.com/en/results/1954/races/133/italy/race-result
1954,Spain,24 Oct 1954,Mike HawthornHAW,Ferrari,80,3:13:52.100,https://www.formula1.com/en/results/1954/races/134/spain/race-result
1955,Argentina,16 Jan 1955,Juan Manuel FangioFAN,Mercedes-Benz,96,3:00:38.600,https://www.formula1.com/en/results/1955/races/135/argentina/race-result
1955,Monaco,22 May 1955,Maurice  TrintignantTRI,Ferrari,100,2:58:09.700,https://www.formula1.com/en/results/1955/races/136/monaco/race-result
1955,Indianapolis,30 May 1955,Bob SweikertSWE,Kurtis Kraft Offenhauser,200,3:53:59.530,https://www.formula1.com/en/results/1955/races/137/indianapolis/race-result
1955,Belgium,05 Jun 1955,Juan Manuel FangioFAN,Mercedes-Benz,36,2:39:29.000,https://www.formula1.com/en/results/1955/races/138/belgium/race-result
1955,Netherlands,19 Jun 1955,Juan Manuel FangioFAN,Mercedes-Benz,100,2:54:23.800,https://www.formula1.com/en/results/1955/races/139/netherlands/race-result
1955,Great Britain,16 Jul 1955,Stirling MossMOS,Mercedes-Benz,90,3:07:21.200,https://www.formula1.com/en/results/1955/races/140/great-britain/race-result
1955,Italy,11 Sep 1955,Juan Manuel FangioFAN,Mercedes-Benz,50,2:25:04.400,https://www.formula1.com/en/results/1955/races/141/italy/race-result
1956,Argentina,22 Jan 1956,Luigi MussoMUS,Ferrari,,,https://www.formula1.com/en/results/1956/races/142/argentina/race-result
1956,Argentina,22 Jan 1956,Juan Manuel FangioFAN,Ferrari,98,3:00:03.700,https://www.formula1.com/en/results/1956/races/142/argentina/race-result
1956,Monaco,13 May 1956,Stirling MossMOS,Maserati,100,3:00:32.900,https://www.formula1.com/en/results/1956/races/143/monaco/race-result
1956,Indianapolis,30 May 1956,Pat FlahertyFLA,Watson Offenhauser,200,3:53:28.840,https://www.formula1.com/en/results/1956/races/144/indianapolis/race-result
1956,Belgium,03 Jun 1956,Peter CollinsCOL,Ferrari,36,2:40:00.300,https://www.formula1.com/en/results/1956/races/145/belgium/race-result
1956,France,01 Jul 1956,Peter CollinsCOL,Ferrari,61,2:34:23.400,https://www.formula1.com/en/results/1956/races/146/france/race-result
1956,Great Britain,14 Jul 1956,Juan Manuel FangioFAN,Ferrari,101,2:59:47.000,https://www.formula1.com/en/results/1956/races/147/great-britain/race-result
1956,Germany,05 Aug 1956,Juan Manuel FangioFAN,Ferrari,22,3:38:43.700,https://www.formula1.com/en/results/1956/races/148/germany/race-result
1956,Italy,02 Sep 1956,Stirling MossMOS,Maserati,50,2:23:41.300,https://www.formula1.com/en/results/1956/races/149/italy/race-result
1957,Argentina,13 Jan 1957,Juan Manuel FangioFAN,Maserati,100,3:00:55.900,https://www.formula1.com/en/results/1957/races/150/argentina/race-result
1957,Monaco,19 May 1957,Juan Manuel FangioFAN,Maserati,105,3:10:12.800,https://www.formula1.com/en/results/1957/races/151/monaco/race-result
1957,Indianapolis,30 May 1957,Sam HanksHAN,Epperly Offenhauser,200,3:41:14.250,https://www.formula1.com/en/results/1957/races/152/indianapolis/race-result
1957,France,07 Jul 1957,Juan Manuel FangioFAN,Maserati,77,3:07:46.400,https://www.formula1.com/en/results/1957/races/153/france/race-result
1957,Great Britain,20 Jul 1957,Tony BrooksBRO,Vanwall,,,https://www.formula1.com/en/results/1957/races/154/great-britain/race-result
1957,Great Britain,20 Jul 1957,Stirling MossMOS,Vanwall,90,3:06:37.800,https://www.formula1.com/en/results/1957/races/154/great-britain/race-result
1957,Germany,04 Aug 1957,Juan Manuel FangioFAN,Maserati,22,3:30:38.300,https://www.formula1.com/en/results/1957/races/155/germany/race-result
1957,Pescara,18 Aug 1957,Stirling MossMOS,Vanwall,18,2:59:22.700,https://www.formula1.com/en/results/1957/races/156/pescara/race-result
1957,Italy,08 Sep 1957,Stirling MossMOS,Vanwall,87,2:35:03.900,https://www.formula1.com/en/results/1957/races/157/italy/race-result
1958,Argentina,19 Jan 1958,Stirling MossMOS,Cooper Climax,80,2:19:33.700,https://www.formula1.com/en/results/1958/races/158/argentina/race-result
1958,Monaco,18 May 1958,Maurice  TrintignantTRI,Cooper Climax,100,2:52:27.900,https://www.formula1.com/en/results/1958/races/159/monaco/race-result
1958,Netherlands,26 May 1958,Stirling MossMOS,Vanwall,75,2:04:49.200,https://www.formula1.com/en/results/1958/races/160/netherlands/race-result
1958,Indianapolis,30 May 1958,Jimmy BryanBRY,Epperly Offenhauser,200,3:44:13.800,https://www.formula1.com/en/results/1958/races/161/indianapolis/race-result
1958,Belgium,15 Jun 1958,Tony BrooksBRO,Vanwall,24,1:37:06.300,https://www.formula1.com/en/results/1958/races/162/belgium/race-result
1958,France,06 Jul 1958,Mike HawthornHAW,Ferrari,50,2:03:21.300,https://www.formula1.com/en/results/1958/races/163/france/race-result
1958,Great Britain,19 Jul 1958,Peter CollinsCOL,Ferrari,75,2:09:04.200,https://www.formula1.com/en/results/1958/races/164/great-britain/race-result
1958,Germany,03 Aug 1958,Tony BrooksBRO,Vanwall,15,2:21:15.000,https://www.formula1.com/en/results/1958/races/165/germany/race-result
1958,Portugal,24 Aug 1958,Stirling MossMOS,Vanwall,50,2:11:27.800,https://www.formula1.com/en/results/1958/races/166/portugal/race-result
1958,Italy,07 Sep 1958,Tony BrooksBRO,Vanwall,70,2:03:47.800,https://www.formula1.com/en/results/1958/races/167/italy/race-result
1958,Morocco,19 Oct 1958,Stirling MossMOS,Vanwall,53,2:09:15.100,https://www.formula1.com/en/results/1958/races/168/morocco/race-result
1959,Monaco,10 May 1959,Jack BrabhamBRA,Cooper Climax,100,2:55:51.300,https://www.formula1.com/en/results/1959/races/169/monaco/race-result
1959,Indianapolis,30 May 1959,Rodger WardWAR,Watson Offenhauser,200,3:40:49.200,https://www.formula1.com/en/results/1959/races/170/indianapolis/race-result
1959,Netherlands,31 May 1959,Jo BonnierBON,BRM,75,2:05:26.800,https://www.formula1.com/en/results/1959/races/171/netherlands/race-result
1959,France,05 Jul 1959,Tony BrooksBRO,Ferrari,50,2:01:26.500,https://www.formula1.com/en/results/1959/races/172/france/race-result
1959,Great Britain,18 Jul 1959,Jack BrabhamBRA,Cooper Climax,75,2:30:11.600,https://www.formula1.com/en/results/1959/races/173/great-britain/race-result
1959,Germany,02 Aug 1959,Tony BrooksBRO,Ferrari,60,2:09:31.600,https://www.formula1.com/en/results/1959/races/174/germany/race-result
1959,Portugal,23 Aug 1959,Stirling MossMOS,Cooper Climax,62,2:11:55.410,https://www.formula1.com/en/results/1959/races/175/portugal/race-result
1959,Italy,13 Sep 1959,Stirling MossMOS,Cooper Climax,72,2:04:05.400,https://www.formula1.com/en/results/1959/races/176/italy/race-result
1959,United States,12 Dec 1959,Bruce McLarenMCL,Cooper Climax,42,2:12:35.700,https://www.formula1.com/en/results/1959/races/177/united-states/race-result
1960,Argentina,07 Feb 1960,Bruce McLarenMCL,Cooper Climax,80,2:17:49.500,https://www.formula1.com/en/results/1960/races/178/argentina/race-result
1960,Monaco,29 May 1960,Stirling MossMOS,Lotus Climax,100,2:53:45.500,https://www.formula1.com/en/results/1960/races/179/monaco/race-result
1960,Indianapolis,30 May 1960,Jim RathmannRAT,Watson Offenhauser,200,3:36:11.360,https://www.formula1.com/en/results/1960/races/180/indianapolis/race-result
1960,Netherlands,06 Jun 1960,Jack BrabhamBRA,Cooper Climax,75,2:01:47.200,https://www.formula1.com/en/results/1960/races/181/netherlands/race-result
1960,Belgium,19 Jun 1960,Jack BrabhamBRA,Cooper Climax,36,2:21:37.300,https://www.formula1.com/en/results/1960/races/182/belgium/race-result
1960,France,03 Jul 1960,Jack BrabhamBRA,Cooper Climax,50,1:57:24.900,https://www.formula1.com/en/results/1960/races/183/france/race-result
1960,Great Britain,16 Jul 1960,Jack BrabhamBRA,Cooper Climax,77,2:04:24.600,https://www.formula1.com/en/results/1960/races/184/great-britain/race-result
1960,Portugal,14 Aug 1960,Jack BrabhamBRA,Cooper Climax,55,2:19:00.030,https://www.formula1.com/en/results/1960/races/185/portugal/race-result
1960,Italy,04 Sep 1960,Phil HillHIL,Ferrari,50,2:21:09.200,https://www.formula1.com/en/results/1960/races/186/italy/race-result
1960,United States,20 Nov 1960,Stirling MossMOS,Lotus Climax,75,2:28:52.200,https://www.formula1.com/en/results/1960/races/187/united-states/race-result
1961,Monaco,14 May 1961,Stirling MossMOS,Lotus Climax,100,2:45:50.100,https://www.formula1.com/en/results/1961/races/188/monaco/race-result
1961,Netherlands,22 May 1961,Wolfgang von TripsVON,Ferrari,75,2:01:52.100,https://www.formula1.com/en/results/1961/races/189/netherlands/race-result
1961,Belgium,18 Jun 1961,Phil HillHIL,Ferrari,30,2:03:03.800,https://www.formula1.com/en/results/1961/races/190/belgium/race-result
1961,France,02 Jul 1961,Giancarlo BaghettiBAG,Ferrari,52,2:14:17.500,https://www.formula1.com/en/results/1961/races/191/france/race-result
1961,Great Britain,15 Jul 1961,Wolfgang von TripsVON,Ferrari,75,2:40:53.600,https://www.formula1.com/en/results/1961/races/192/great-britain/race-result
1961,Germany,06 Aug 1961,Stirling MossMOS,Lotus Climax,15,2:18:12.400,https://www.formula1.com/en/results/1961/races/193/germany/race-result
1961,Italy,10 Sep 1961,Phil HillHIL,Ferrari,43,2:03:13.000,https://www.formula1.com/en/results/1961/races/194/italy/race-result
1961,United States,08 Oct 1961,Innes IrelandIRE,Lotus Climax,100,2:13:45.800,https://www.formula1.com/en/results/1961/races/195/united-states/race-result
1962,Netherlands,20 May 1962,Graham HillHIL,BRM,80,2:11:02.100,https://www.formula1.com/en/results/1962/races/196/netherlands/race-result
1962,Monaco,03 Jun 1962,Bruce McLarenMCL,Cooper Climax,100,2:46:29.700,https://www.formula1.com/en/results/1962/races/197/monaco/race-result
